frankly I'll be honest, Chouard he's a good guy he has ideas 
France would fund a social policy (socialism) under the control of citizens 
policy (socialism) under the control of citizens who could vote in general 
of citizens who could vote in general meetings the main guidelines this 
in general meetings the main guidelines this policy funded by francs (not 
guidelines this policy funded by francs (not so in the voting booth) 
francs (not so in the voting booth) and apply when doing CONSENSUS 
I think we should make a great banquet and use the local 
a great banquet and use the local currency as menhir, by cons 
the local currency as menhir, by cons must not prohibit the fresh 
@stocky: if you do not like the banks, the franc will be 
like the banks, the franc will be done for you too  
should you take the Bastille at the moment, or do the Vabque 
at the moment, or do the Vabque Citizen of France (that's with 
the Vabque Citizen of France (that's with the venom of the snake 
(that's with the venom of the snake that is prepared its antidote) 
 Large festive banquets where you burn bankers and shareholders by way 
you burn bankers and shareholders by way of entertainment, we would round 
by way of entertainment, we would round and we would dance to 
would round and we would dance to the sound of the accordion 
 Because with menhirs pockets full we may need it, the magic 
I look for people who will be neutral to complete our investigation 
will be neutral to complete our investigation of violence during the movement 
An idea submitted to consensus Use francs In the Constitution, stipulate that: 
Use francs In the Constitution, stipulate that: The Citizens Bank of France 
@cyrildelacour: ca keeps you wrote somewhere like that people who are interested 
somewhere like that people who are interested can read and comment on 
@cyrildelacour: because-here it's going to stay a while and then it'll jicler 
stay a while and then it'll jicler with messages from other people 
@Ubik: It is not about to burn, but to change against the 
to burn, but to change against the Franks for a first time 
against the Franks for a first time to break free of sovereign 
first time to break free of sovereign debt (and use of the 
of sovereign debt (and use of the Franks, a currency course only 
of the Franks, a currency course only works if there is many 
Ticket 5 Euros burned in Saint Montan, a village named after Montanus 
Saint Montan, a village named after Montanus hermit who predicted the birth 
after Montanus hermit who predicted the birth of Celine bishop Remi of 
the birth of Celine bishop Remi of Reims who baptized and crowned 
I look for people who will be neutral to complete our investigation 
will be neutral to complete our investigation of violence during the movement 
I find that these idylls of France self-sufficient and cut off from 
of France self-sufficient and cut off from the world with a closed 
off from the world with a closed economy it even unrealistic, less 
a closed economy it even unrealistic, less than a retreat into extreme 
unrealistic, less than a retreat into extreme chauvinism, to prohibit foreign trade 
into extreme chauvinism, to prohibit foreign trade and make a wall around 
I love this kind of argument, or you agreed to internationalism, or 
argument, or you agreed to internationalism, or you're a freak who wants 
internationalism, or you're a freak who wants to lock you up in 
who wants to lock you up in a bunker and never tell 
 We went in after the attacks of 11 September 2001 (I 
the attacks of 11 September 2001 (I think it attaches to an 
 So already competing with the on its own soil, by use, 
the on its own soil, by use, it does not prevent the 
by use, it does not prevent the "trade" that can be done 
prevent the "trade" that can be done with other currencies, as long 
be done with other currencies, as long as the latter is accepted 
as long as the latter is accepted by of other banks, and 
is accepted by of other banks, and it depends on the social 
banks, and it depends on the social credit, ie its use in 
 I think globalism request to find limits and a currency promoting 
to find limits and a currency promoting an economy of peasants, artisans, 
currency promoting an economy of peasants, artisans, small traders, and independent (no 
peasants, artisans, small traders, and independent (no CB or checks) would be 
 View full currency initiative to give exclusivity to the currency issue 
yes this is the case you got the SNB which prints the 
you got the SNB which prints the private banks but the system 
prints the private banks but the system is the same as with 
If we use that come francs a Citizens Bank (managed and directed 
francs a Citizens Bank (managed and directed by the citizens) voluntarily (by 
and directed by the citizens) voluntarily (by sacrificing for the Franks) who 
voluntarily (by sacrificing for the Franks) who collected with reimburses the capital 
Franks) who collected with reimburses the capital of the sovereign debt, at 
the capital of the sovereign debt, at least we know what stick: 
debt, at least we know what stick: using francs we free of 
what stick: using francs we free of debt, it opens in the 
what not, I know the more countries that have ressis to repay 
Obama madman from the jaws of Holland before a room full of 
I find absurd ca to compete with the euro as another currency 
 for me it is indeed one liberalizes currency or local currency 
indeed one liberalizes currency or local currency is made as @stocky said 
local currency is made as @stocky said either we return to the 
@stocky said either we return to the franc and leaving the euro 
Varoufakis wanted to launch a plan in the genre with a Greek 
plan in the genre with a Greek local currency remaining in the 
a Greek local currency remaining in the euro but nobody followed, in 
in the euro but nobody followed, in my opinion because of this 
followed, in my opinion because of this fact is equivalent to leaving 
@lucas_dev_paris: the franc will not be managed by the state but by 
be managed by the state but by a French citizen bank, to 
but by a French citizen bank, to see how it works (its 
@ Corentin592_dev_londres: yeah when I hear back a former France small artisans 
 take switzerland, countries as international banks such ca is not credible 
@lucas_dev_paris: I do not take the example of Switzerland, but thought that 
the example of Switzerland, but thought that it develops around the full 
the problem is that out of 30 years of opening borders with 
@cyrildelacour: yes but it would have a monopoly on the local currency, 
have a monopoly on the local currency, which would be guaranteed by 
local currency, which would be guaranteed by the state, otherwise it is 
guaranteed by the state, otherwise it is the liberalization of currency and 
it is the liberalization of currency and I do not believe either 
@stocky: eme It seems that is the Sweden or Norway who has 
is the Sweden or Norway who has no debts and has regained 
how? From 2008 it condemned and imprisoned banker (as we subsidizing them 
@stocky: yes there was also major scandals on the bank of the 
@stocky: no, the opening abroad is enriching (or risky), but we suffer 
is enriching (or risky), but we suffer from excesses, then we must 
@momo ah but it gets worse, hungary led orban which is really 
worse, hungary led orban which is really extreme right for once just 
is really extreme right for once just to repay its debt http://www 
after that is the principle of anti-globalization: make another globalization that deregulation 
@lucas_dev_paris: ah He is apparently good title is exaggerated anyway, she just 
good title is exaggerated anyway, she just repaid a loan to the 
Why is growth so necessary that we impose in the name of 
that we impose in the name of competitiveness at solidarity prices, it 
name of competitiveness at solidarity prices, it requires the sacrifice of living? 
This wear, as a means to parasitize the economy and as favorable 
to parasitize the economy and as favorable to a minority principle that 
as favorable to a minority principle that the passage nothing "socialist" as 
principle that the passage nothing "socialist" as the foundation of capitalism, allows 
"socialist" as the foundation of capitalism, allows money to make money, not 
capitalism, allows money to make money, not only in contempt of work, 
money, not only in contempt of work, but also our social and 
So to not be compelled to growth or to war, do we 
to growth or to war, do we not outlaw usury, starting money 
Must still be sovereign to decide, but our democracy is deprived of 
To understand this we must be aware of what the value placed 
be aware of what the value placed in the measure of all 
value placed in the measure of all things instead of keeping measure 
of all things instead of keeping measure in everything, tearing the darkness 
keeping measure in everything, tearing the darkness that surrounds the creation of 
the darkness that surrounds the creation of money and why so many 
It is not easy and even a banker shows its difficulty understanding 
 So here's a lesson in democracy by a Swiss banker: https://youtu 
When children fight over a toy and because I do not like 
toy and because I do not like lying to them: "I do 
not like lying to them: "I do not believe in Santa Claus, 
"I do not believe in Santa Claus, if the toys belong to 
Santa Claus, if the toys belong to the dispute, confiscated!" They understand 
belong to the dispute, confiscated!" They understand and learn autonomy in setting 
 I just reminded them the function of a toy (the first 
The first function of money was to facilitate trade, and now it 
was to facilitate trade, and now it is a means by usury, 
now it is a means by usury, appropriating and reserve riches while 
by usury, appropriating and reserve riches while imposing a form of slavery 
In this insurrectionary period (as many prefects and for a while now, 
many prefects and for a while now, and for example with #NuitDebout 
while now, and for example with #NuitDebout movement) many slaves are ready 
with #NuitDebout movement) many slaves are ready to repress other slaves to 
are ready to repress other slaves to the money, but it should 
slaves to the money, but it should not be more royalist than 
The fact is that cash is king, sovereign debt, the fallen people, 
Keep in mind that a tree does not sell fruits, money is 
A Swiss banker explains in 36 minutes the scam of money creation 
Follow Modernocratie to support us on facebook and stay informed about the 
on facebook and stay informed about the democratic project in Switzerland! https: 
Citizen Bank of France only for notes and coins in francs redeemable 
In part against the Citizens Bank of France repays the capital of 
Bank of France repays the capital of the SOVEREIGN DEBT (no interest, 
capital of the SOVEREIGN DEBT (no interest, a way to punish wear 
The Issuing Bank controlled francs seamlessly by citizens and led to the 
seamlessly by citizens and led to the consensus of general assemblies votes, 
This currency in francs, without credit card or check, that parts and 
credit card or check, that parts and against the Exchangeable Notes, promote 
parts and against the Exchangeable Notes, promote an economy made up of 
Notes, promote an economy made up of peasants, artisans, small traders, independent 
up of peasants, artisans, small traders, independent citizens, and compete on home 
traders, independent citizens, and compete on home soil in their current use 
on home soil in their current use a currency that is not 
current use a currency that is not the black, they are francs 
Moreover, once refunded sovereign debt, which would take its meaning in a 
which would take its meaning in a democracy, this currency issued by 
in a democracy, this currency issued by Citizens Bank of France would 
issued by Citizens Bank of France would fund a social policy (socialism) 
France would fund a social policy (socialism) under the control of citizens 
policy (socialism) under the control of citizens who could vote in general 
of citizens who could vote in general meetings the main guidelines this 
in general meetings the main guidelines this policy funded by francs (not 
guidelines this policy funded by francs (not so in the voting booth) 
francs (not so in the voting booth) and apply when doing CONSENSUS 
@cyrildelacour: ca copy on reddit @cyrildelacour: I think it would be nice 
@cyrildelacour: I think it would be nice to avoid the posts has 
be nice to avoid the posts has extension like that, especially repeatedly 
bouboule thank you to the tool list, it will serve us and 
tool list, it will serve us and thank you to those who 
us and thank you to those who organize wiki that is very 
Why is growth so necessary that we impose in the name of 
that we impose in the name of competitiveness at solidarity prices, she 
An idea submitted to consensus Use francs In the Constitution, stipulate that: 
Use francs In the Constitution, stipulate that: The Citizens Bank of France 
Well basically leave the state only create money, that will prevent abuse 
@lucas_dev_paris: is it to read: Citizens Bank of France managed transparently (not 
Citizens Bank of France managed transparently (not independent) and directed by consensus 
transparently (not independent) and directed by consensus by the General Meetings of 
it is a chemical equation, there will always be people who want 
there will always be people who want to enjoy, there will always 
who want to enjoy, there will always be people who will not 
@stocky: prevention is better than cure: this new constitution Citizens Bank of 
 ND Just look to see that the AGs are subject to 
see that the AGs are subject to the same struggles and abuse 
subject to the same struggles and abuse of power that the system 
I note that the periscope Romain Leclerc it was about (money) in 
Romain Leclerc it was about (money) in Paris Republic Square just a 
#breakingnews radiodebout has decided to close its site, I do not know 
close its site, I do not know any more for the moment 
So it would in addition Citizen Bank of France is decentralized (see 
Citizen Bank of France is decentralized (see cybernetic principles), so dependent on 
decentralized (see cybernetic principles), so dependent on general meetings (plural): a new 
for me it would be enough to let the European Central Bank 
enough to let the European Central Bank the possibility of inflation, because 
Central Bank the possibility of inflation, because basically it is ca debate 
no need to overhaul the whole system and destroy the EU in 
@lucas_dev_paris: better to let the franc to citizens and usurers, these vultures! 
@lucas_dev_paris: I have not personally "advantage" of printing money (scriptural writings) European, 
"advantage" of printing money (scriptural writings) European, but instead I see his 
Output or not the euro, not being an economist is hard to 
 But at a minimum it would take a public debate, instead 
it would take a public debate, instead of ca we are told 
debate, instead of ca we are told only that the output of 
are told only that the output of the euro c is a 
output of the euro c is a disaster, a disaster for that? 
is a disaster, a disaster for that? And night stand lets discuss 
for that? And night stand lets discuss these issues, it's been fun! 
 I heard a woman screaming on a REDIF of radiodebout on 
screaming on a REDIF of radiodebout on gender and the right woman 
@guigz: out of as I have suggested, is an idea subject to 
have suggested, is an idea subject to the consensus to use francs 
subject to the consensus to use francs issued by a bank dependent 
use francs issued by a bank dependent citizens that underpin the project 
bank dependent citizens that underpin the project to release all sovereign debt 
the project to release all sovereign debt in a first time, then 
sovereign debt in a first time, then fund a social policy under 
@cyrildelacour: totally agree - but it is clearly a revolutionary idea! difficult 
it is clearly a revolutionary idea! difficult to reasonably measure the consequences, 
idea! difficult to reasonably measure the consequences, it deserves a real debate 
Hello, I'm new and I love pareticiper and be useful, what can 
love pareticiper and be useful, what can I do? I am English 
what can I do? I am English (fluent French and English) and 
am English (fluent French and English) and I studied the UK policy 
Why is growth so necessary that we impose in the name of 
that we impose in the name of competitiveness at solidarity prices, she 
I am the only active Mod reddit, send me a PM if 
@stocky: on my twitter and my browser the shortlinks do not work? 
my browser the shortlinks do not work? I'm not a computer but 
not work? I'm not a computer but it seems a bit odd 
@anonboxis: currently have a revolutionary idea can be dangerous, so much the 
idea can be dangerous, so much the spread fast fast fast  
About the show changed to: Welcome to the chat Nights Stand by 
Wow, I just saw the video talk Varoufakis a night stand and 
video talk Varoufakis a night stand and this is my friend who 
stand and this is my friend who made the tradution the microphone 
@anonboxis: I liked her treatment of the translation, as if Varoufakis it 
@anonboxis: another good sign, extraordinary 5mn Varoufakis, barely more than others by 
5mn Varoufakis, barely more than others by counting the time taken for 
@anonboxis: and welcome the public, mixed, Varoufakis struggle symbol, but fails  
@anonboxis: for me the truths that are revealed, people awakening: shared enthusiasm! 
State of Emergency, the US Army wants s to France for safety 
If you want to help a very nice person (me) to write 
a very nice person (me) to write an article on the use 
to write an article on the use of free software at night 
the use of free software at night it goes up on the 
This kind of items: would respond on the form because the expressed 
Terrorized by almost everything, the government prefers to leave to settle a 
guigz: any article published entitled to one answer is the right of 
 I suggest that each participant at night standing request that is 
participant at night standing request that is issued its own right of 
Lille: for the "right of reply" experience (the media spreading the lies 
reply" experience (the media spreading the lies of Struck MP who make 
the lies of Struck MP who make me look like a faith) 
who make me look like a faith) that "right of reply" does 
a faith) that "right of reply" does not exist in some cases 
reply" does not exist in some cases (when Freemasonry ordered some obscurantism) 
Lille: and on a timely topic: the hidden work of children (not 
topic: the hidden work of children (not sanctioned by the state, on 
Cyril: when you speak of "Freemasons" who orders a obscurantism, I must 
"Freemasons" who orders a obscurantism, I must admit that you make yourself 
I must admit that you make yourself very well pass for a 
Lille: not wrong! but in addition to this approach discuss the arguments 
addition to this approach discuss the arguments in committee (after such communication) 
the arguments in committee (after such communication) may be interesting then respond 
such communication) may be interesting then respond by web media as the 
then respond by web media as the site or wiki to centralize 
Chinese Freemasons Jews who control the media and the soup recipe bio, 
the media and the soup recipe bio, and that prevent us from 
recipe bio, and that prevent us from sharing videos on the Internet 
us from sharing videos on the Internet while writing false news items 
Good evening to all, I just Messina in Italy and I suggested 
just Messina in Italy and I suggested to friends to launch a 
# 49mars #nuitdebout #livedebout #reporterdebout #tvdeboutlive #Republique Katch # # stmaur #action 
@guigz: everyone can send individual right of reply, and Night Stand ask 
right of reply, and Night Stand ask that everything be published as 
Stand ask that everything be published as a single right answer I 
 it's a ghost town of a participatory point of view and 
of a participatory point of view and it'll be difficult to involve 
view and it'll be difficult to involve teachers to talk about right 
to involve teachers to talk about right but I have to because 
# 49mars #nuitdebout #livedebout #reporterdebout #tvdeboutlive #Republique Katch # # stmaur #action 
@guigz: I let you take care of you then, I can not, 
Manifest seems far from the daily concerns of the inhabitants of Paris 
I know it would hurt the ass and hurt Macbook two or 
the ass and hurt Macbook two or three people Repub 'to go, 
two or three people Repub 'to go, but it would not hurt 
'to go, but it would not hurt to involve those most concerned, 
you defend Freemasonry through which it must pass (at one time?), according 
it must pass (at one time?), according to Holland, when one believes 
F Holland: "You have to go through Freemasonry if one believes in 
I thought I read that ca take into suburban and commuter 7villes 
ca take into suburban and commuter 7villes already had organized ND (via 
faciement you fall into the trap of division brought by media @stocky: 
trap of division brought by media @stocky: Freemasonry as you love? http://blogs 
"I just eradicate international Masonic network!" It is with his cries, Thursday, 
network!" It is with his cries, Thursday, March 12, the aggressor Pascal 
cries, Thursday, March 12, the aggressor Pascal Terrace, PS deputy of the 
aggressor Pascal Terrace, PS deputy of the Ardeche and member of GODF, 
of the Ardeche and member of GODF, lunged at his victim by 
of GODF, lunged at his victim by hitting her a slap and 
Wow, you really want the media in general, you know there's not 
fr money creation in 2009, Freemasonry fell on me with the film 
Freemasonry fell on me with the film "Tom The Truant" In 2010 
the film "Tom The Truant" In 2010 (aggressive manipulation based on the 
movie film whose behind the scenes turns to family drama to the 
scenes turns to family drama to the actress and the youngest plateau 
Well, I thought you were conspi less' than that and less interneto-centered, 
conspi less' than that and less interneto-centered, so I'll resign myself, not 
less interneto-centered, so I'll resign myself, not to join and continue throwing 
myself, not to join and continue throwing cobblestones at random throughout the 
@satanicwarmaster: Media form the first power because they spread beliefs that prevail 
Fortunately there Google the great oracle to tell the truth always, right? 
eg "propaganda is to release the wear is at its reference shareholder" 
It may well be good journalists, your speech is not good to 
journalists, your speech is not good to hear you, we should all 
good to hear you, we should all take is the discourse of 
Even good journalists must adhere to a media field in poor condition 
@satanicwarmaster: no, we have to stop believing the lies broadcast on TV 
stop believing the lies broadcast on TV for example, the most effective 
on TV for example, the most effective is to have no TV 
That does not stop to accept bias, people can judge and think 
accept bias, people can judge and think for themselves, you know everyone 
and think for themselves, you know everyone is not stupid in this 
The problem is not journalism, but conivence with power, men of power 
 So suddenly the editorial lines are very far from what is 
lines are very far from what is called information, and closer to 
what is called information, and closer to the propagade as it is 
closer to the propagade as it is filtered and serve interests foremost 
If there were not good journalists I have nothing knew about this 
Elelinde, how do you explain that you learn every day on this 
that you learn every day on this or that man / political 
guard dogs or kept (packaged) held by the wages of fear of 
held by the wages of fear of losing the skin noodles and 
@satanicwarmaster: with a nickname like the holds is maybe you should stop 
 Mediapart for these are facts which I testify, I will inform 
 if you had heard from bourdin ca would have more credit? 
from bourdin ca would have more credit? * Not * not * 
 @ Virgile_r LIVE is #Periscope Nonviolent Action FLASH #nuitdebout Paris https://www 
there's something I find a bit absurd, instead of taking up arms, 
